,Unnamed: 0,ID,prediction
535,535,2019 X 7 X C1084 X AS27132,0.28
536,536,2019 X 7 X C1084 X AS27000,57.03
537,537,2019 X 7 X C1084 X AS27137,15.35
538,538,2019 X 7 X C1084 X AS27138,13.24
539,539,2019 X 7 X C1084 X AS27133,52.25
540,540,2019 X 8 X C1084 X AS21126,15.67
541,541,2019 X 8 X C1084 X AS17005,4.768
542,542,2019 X 8 X C1084 X AS27134,14.85
543,543,2019 X 8 X C1084 X AS27132,0.34
544,544,2019 X 8 X C1084 X AS27000,44.83
545,545,2019 X 8 X C1084 X AS27137,11.22
546,546,2019 X 8 X C1084 X AS27138,13.94
547,547,2019 X 8 X C1084 X AS27133,49.23
548,548,2019 X 9 X C1084 X AS21126,14.91
549,549,2019 X 9 X C1084 X AS17005,7.2
550,550,2019 X 9 X C1084 X AS27134,14.99
551,551,2019 X 9 X C1084 X AS27132,0.2
552,552,2019 X 9 X C1084 X AS27000,37.27
553,553,2019 X 9 X C1084 X AS27137,15.17
554,554,2019 X 9 X C1084 X AS27138,13.52
555,555,2019 X 9 X C1084 X AS27133,41.29
556,556,2019 X 7 X C5015 X AS21126,0.09
557,557,2019 X 7 X C5015 X AS46000,0.17
558,558,2019 X 7 X C5015 X AS27000,2.95
559,559,2019 X 7 X C5015 X AS27137,0.42
560,560,2019 X 7 X C5015 X AS27133,19.45
561,561,2019 X 8 X C5015 X AS21126,0.36
562,562,2019 X 8 X C5015 X AS46000,1.07
563,563,2019 X 8 X C5015 X AS27000,4.0
564,564,2019 X 8 X C5015 X AS27137,2.73
565,565,2019 X 8 X C5015 X AS27138,0.0
566,566,2019 X 8 X C5015 X AS27133,26.54
567,567,2019 X 9 X C5015 X AS21126,0.48
568,568,2019 X 9 X C5015 X AS46000,9.31
569,569,2019 X 9 X C5015 X AS27000,3.17
570,570,2019 X 9 X C5015 X AS27137,2.41
571,571,2019 X 9 X C5015 X AS27138,0.0
572,572,2019 X 9 X C5015 X AS27133,31.39
573,573,2019 X 7 X C2047 X AS27000,5.8
574,574,2019 X 7 X C2047 X AS27139,0.01
575,575,2019 X 7 X C2047 X AS27137,1.45
576,576,2019 X 7 X C2047 X AS27138,7.82
577,577,2019 X 7 X C2047 X AS27133,42.5
578,578,2019 X 8 X C2047 X AS27000,8.54
579,579,2019 X 8 X C2047 X AS27139,0.0
580,580,2019 X 8 X C2047 X AS27137,2.24
581,581,2019 X 8 X C2047 X AS27138,10.57
582,582,2019 X 8 X C2047 X AS27133,42.33
583,583,2019 X 9 X C2047 X AS27000,9.07
584,584,2019 X 9 X C2047 X AS27139,0.365
585,585,2019 X 9 X C2047 X AS27137,2.77
586,586,2019 X 9 X C2047 X AS27138,10.6
587,587,2019 X 9 X C2047 X AS27133,41.22
588,588,2019 X 7 X C4056 X AS21126,0.0
589,589,2019 X 7 X C4056 X AS27134,6.16
590,590,2019 X 7 X C4056 X AS27132,0.22
591,591,2019 X 7 X C4056 X AS27000,5.92
592,592,2019 X 7 X C4056 X AS27137,2.91
593,593,2019 X 7 X C4056 X AS27138,3.03
594,594,2019 X 7 X C4056 X AS27133,17.91
595,595,2019 X 8 X C4056 X AS21126,0.0
596,596,2019 X 8 X C4056 X AS27134,5.68
597,597,2019 X 8 X C4056 X AS27132,0.26
598,598,2019 X 8 X C4056 X AS27000,4.7
599,599,2019 X 8 X C4056 X AS27139,0.0
600,600,2019 X 8 X C4056 X AS27137,3.21
601,601,2019 X 8 X C4056 X AS27138,4.9
602,602,2019 X 8 X C4056 X AS27133,13.26
603,603,2019 X 9 X C4056 X AS21126,0.0
604,604,2019 X 9 X C4056 X AS27134,11.0
605,605,2019 X 9 X C4056 X AS27132,0.19
606,606,2019 X 9 X C4056 X AS27000,6.46
607,607,2019 X 9 X C4056 X AS27139,0.08
608,608,2019 X 9 X C4056 X AS27137,2.84
609,609,2019 X 9 X C4056 X AS27138,4.55
610,610,2019 X 9 X C4056 X AS27133,13.27
611,611,2019 X 7 X C5016 X AS27134,1.11
612,612,2019 X 7 X C5016 X AS27000,2.06
613,613,2019 X 7 X C5016 X AS27137,13.03
614,614,2019 X 7 X C5016 X AS27133,18.79
615,615,2019 X 8 X C5016 X AS27134,10.16
616,616,2019 X 8 X C5016 X AS27000,2.73
617,617,2019 X 8 X C5016 X AS27137,12.7
618,618,2019 X 8 X C5016 X AS27133,15.83
619,619,2019 X 9 X C5016 X AS27134,20.41
620,620,2019 X 9 X C5016 X AS27000,2.05
621,621,2019 X 9 X C5016 X AS27137,11.01
622,622,2019 X 9 X C5016 X AS27133,20.04
623,623,2019 X 7 X C5017 X AS21126,0.0
624,624,2019 X 7 X C5017 X AS46000,120.85
625,625,2019 X 7 X C5017 X AS27132,0.1
626,626,2019 X 7 X C5017 X AS27000,15.21
627,627,2019 X 7 X C5017 X AS27137,0.6
628,628,2019 X 7 X C5017 X AS27138,2.19
629,629,2019 X 7 X C5017 X AS27133,52.58
630,630,2019 X 8 X C5017 X AS21126,0.0
631,631,2019 X 8 X C5017 X AS46000,115.0
632,632,2019 X 8 X C5017 X AS27132,0.87
633,633,2019 X 8 X C5017 X AS27000,14.9
634,634,2019 X 8 X C5017 X AS27137,1.45
635,635,2019 X 8 X C5017 X AS27138,3.04
636,636,2019 X 8 X C5017 X AS27133,54.97
637,637,2019 X 9 X C5017 X AS21126,0.0
638,638,2019 X 9 X C5017 X AS46000,107.65
639,639,2019 X 9 X C5017 X AS27132,1.91
640,640,2019 X 9 X C5017 X AS27000,13.98
641,641,2019 X 9 X C5017 X AS27137,2.15
642,642,2019 X 9 X C5017 X AS27138,3.15
643,643,2019 X 9 X C5017 X AS27133,53.27
644,644,2019 X 7 X C2049 X AS21126,0.0
645,645,2019 X 7 X C2049 X AS46000,0.72
646,646,2019 X 7 X C2049 X AS27134,0.0
647,647,2019 X 7 X C2049 X AS27132,0.0
648,648,2019 X 7 X C2049 X AS27000,17.32
649,649,2019 X 7 X C2049 X AS27139,0.0
650,650,2019 X 7 X C2049 X AS27137,0.08
651,651,2019 X 7 X C2049 X AS27138,8.43
652,652,2019 X 7 X C2049 X AS27133,34.36
653,653,2019 X 8 X C2049 X AS21126,0.0
654,654,2019 X 8 X C2049 X AS46000,1.57
655,655,2019 X 8 X C2049 X AS27134,0.0
656,656,2019 X 8 X C2049 X AS27132,0.0
657,657,2019 X 8 X C2049 X AS27000,19.34
658,658,2019 X 8 X C2049 X AS27139,0.0
659,659,2019 X 8 X C2049 X AS27137,0.98
660,660,2019 X 8 X C2049 X AS27138,8.77
661,661,2019 X 8 X C2049 X AS27133,21.33
662,662,2019 X 9 X C2049 X AS21126,0.0
663,663,2019 X 9 X C2049 X AS46000,3.05
664,664,2019 X 9 X C2049 X AS27134,0.0
665,665,2019 X 9 X C2049 X AS27132,0.0
666,666,2019 X 9 X C2049 X AS27000,15.05
667,667,2019 X 9 X C2049 X AS27139,0.03
668,668,2019 X 9 X C2049 X AS27137,7.17
669,669,2019 X 9 X C2049 X AS27138,8.1
670,670,2019 X 9 X C2049 X AS27133,20.3
671,671,2019 X 7 X C4002 X AS42018,0.28
672,672,2019 X 7 X C4002 X AS27134,3.08
673,673,2019 X 7 X C4002 X AS27132,0.87
674,674,2019 X 7 X C4002 X AS27000,6.01
675,675,2019 X 7 X C4002 X AS27137,1.12
676,676,2019 X 7 X C4002 X AS27138,1.56
677,677,2019 X 7 X C4002 X AS27133,7.96
678,678,2019 X 8 X C4002 X AS42018,3.38
679,679,2019 X 8 X C4002 X AS27134,9.58
680,680,2019 X 8 X C4002 X AS27132,0.57
681,681,2019 X 8 X C4002 X AS27000,9.63
682,682,2019 X 8 X C4002 X AS27137,2.63
683,683,2019 X 8 X C4002 X AS27138,1.31
684,684,2019 X 8 X C4002 X AS27133,7.75
685,685,2019 X 9 X C4002 X AS42018,3.09
686,686,2019 X 9 X C4002 X AS27134,7.39
687,687,2019 X 9 X C4002 X AS27132,0.81
688,688,2019 X 9 X C4002 X AS27000,9.29
689,689,2019 X 9 X C4002 X AS27137,3.4
690,690,2019 X 9 X C4002 X AS27138,1.556
691,691,2019 X 9 X C4002 X AS27133,9.89
692,692,2019 X 7 X C4016 X AS27134,2.04
693,693,2019 X 7 X C4016 X AS27000,14.56
694,694,2019 X 7 X C4016 X AS27138,4.34
695,695,2019 X 7 X C4016 X AS27133,21.49
696,696,2019 X 7 X C4017 X AS46000,0.17
697,697,2019 X 7 X C4017 X AS17005,0.31
698,698,2019 X 7 X C4017 X AS27134,0.01
699,699,2019 X 7 X C4017 X AS27132,0.0
700,700,2019 X 7 X C4017 X AS27000,2.6
701,701,2019 X 7 X C4017 X AS27139,0.09
702,702,2019 X 7 X C4017 X AS27137,0.12
703,703,2019 X 7 X C4017 X AS27138,3.4
704,704,2019 X 7 X C4017 X AS27133,0.61
705,705,2019 X 7 X C4054 X AS21126,0.0
706,706,2019 X 7 X C4054 X AS27133,4.51
707,707,2019 X 8 X C4054 X AS21126,0.0
708,708,2019 X 8 X C4054 X AS27133,9.44
709,709,2019 X 8 X C4016 X AS27134,13.17
710,710,2019 X 8 X C4016 X AS27000,18.17
711,711,2019 X 8 X C4016 X AS27138,4.31
712,712,2019 X 8 X C4016 X AS27133,24.27
713,713,2019 X 8 X C4017 X AS46000,0.7333333333333333
714,714,2019 X 8 X C4017 X AS17005,1.33
715,715,2019 X 8 X C4017 X AS27134,0.05
716,716,2019 X 8 X C4017 X AS27132,0.24
717,717,2019 X 8 X C4017 X AS27000,2.84
718,718,2019 X 8 X C4017 X AS27139,0.0
719,719,2019 X 8 X C4017 X AS27137,0.09
720,720,2019 X 8 X C4017 X AS27138,2.86
721,721,2019 X 8 X C4017 X AS27133,4.26
722,722,2019 X 9 X C4054 X AS21126,0.0
723,723,2019 X 9 X C4054 X AS27133,9.45
724,724,2019 X 9 X C4017 X AS46000,1.4
725,725,2019 X 9 X C4017 X AS17005,1.42
726,726,2019 X 9 X C4017 X AS27134,0.18
727,727,2019 X 9 X C4017 X AS27132,0.0
728,728,2019 X 9 X C4017 X AS27000,2.99
729,729,2019 X 9 X C4017 X AS27139,0.20666666666666664
730,730,2019 X 9 X C4017 X AS27137,0.54
731,731,2019 X 9 X C4017 X AS27138,2.52
732,732,2019 X 9 X C4017 X AS27133,10.13
733,733,2019 X 9 X C4016 X AS21126,0.0
734,734,2019 X 9 X C4016 X AS27134,18.75
735,735,2019 X 9 X C4016 X AS27000,17.36
736,736,2019 X 9 X C4016 X AS27138,4.79
737,737,2019 X 9 X C4016 X AS27133,25.4
738,738,2019 X 7 X C2002 X AS42018,0.01
739,739,2019 X 7 X C2002 X AS21126,0.42
740,740,2019 X 7 X C2002 X AS27132,1.19
741,741,2019 X 7 X C2002 X AS27000,9.0
742,742,2019 X 7 X C2002 X AS27137,0.29
743,743,2019 X 7 X C2002 X AS27138,2.66
744,744,2019 X 7 X C2002 X AS27133,25.21
745,745,2019 X 7 X C2011 X AS42018,19.08
746,746,2019 X 7 X C2011 X AS46000,33.55
747,747,2019 X 7 X C2011 X AS17005,0.04
748,748,2019 X 7 X C2011 X AS27134,4.37
749,749,2019 X 7 X C2011 X AS27000,120.53
750,750,2019 X 7 X C2011 X AS27139,0.0
751,751,2019 X 7 X C2011 X AS27137,17.3
752,752,2019 X 7 X C2011 X AS27138,62.41
753,753,2019 X 7 X C2011 X AS27133,90.87
754,754,2019 X 8 X C2002 X AS21126,4.64
755,755,2019 X 8 X C2002 X AS42018,0.02
756,756,2019 X 8 X C2002 X AS27132,1.09
757,757,2019 X 8 X C2002 X AS27000,8.35
758,758,2019 X 8 X C2002 X AS27137,0.29
759,759,2019 X 8 X C2002 X AS27138,6.02
760,760,2019 X 8 X C2002 X AS27133,34.07
761,761,2019 X 8 X C2011 X AS42018,21.33
762,762,2019 X 8 X C2011 X AS46000,35.49
763,763,2019 X 8 X C2011 X AS17005,0.07
764,764,2019 X 8 X C2011 X AS27134,9.14
765,765,2019 X 8 X C2011 X AS27000,120.62
766,766,2019 X 8 X C2011 X AS27139,0.03
767,767,2019 X 8 X C2011 X AS27137,31.44
768,768,2019 X 8 X C2011 X AS27138,103.08
769,769,2019 X 8 X C2011 X AS27133,155.69
770,770,2019 X 9 X C2011 X AS42018,17.99
771,771,2019 X 9 X C2011 X AS46000,36.07
772,772,2019 X 9 X C2011 X AS17005,0.24
773,773,2019 X 9 X C2011 X AS27134,9.76
774,774,2019 X 9 X C2011 X AS27000,122.67
775,775,2019 X 9 X C2011 X AS27139,0.13
776,776,2019 X 9 X C2011 X AS27137,32.31
777,777,2019 X 9 X C2011 X AS27138,92.39
778,778,2019 X 9 X C2011 X AS27133,126.06
779,779,2019 X 9 X C2002 X AS21126,14.71
780,780,2019 X 9 X C2002 X AS42018,0.0
781,781,2019 X 9 X C2002 X AS27132,0.72
782,782,2019 X 9 X C2002 X AS27000,8.45
783,783,2019 X 9 X C2002 X AS27137,0.19
784,784,2019 X 9 X C2002 X AS27138,7.46
785,785,2019 X 9 X C2002 X AS27133,34.46
786,786,2019 X 7 X C2010 X AS42018,0.0
787,787,2019 X 7 X C2010 X AS21126,0.0
788,788,2019 X 7 X C2010 X AS46000,27.17
789,789,2019 X 7 X C2010 X AS17005,0.0
790,790,2019 X 7 X C2010 X AS27134,19.54
791,791,2019 X 7 X C2010 X AS27132,9.78
792,792,2019 X 7 X C2010 X AS27000,32.93
793,793,2019 X 7 X C2010 X AS27139,0.0
794,794,2019 X 7 X C2010 X AS27137,15.35
795,795,2019 X 7 X C2010 X AS27138,37.19
796,796,2019 X 7 X C2010 X AS27133,38.58
797,797,2019 X 8 X C2010 X AS21126,0.0
798,798,2019 X 8 X C2010 X AS42018,0.0
799,799,2019 X 8 X C2010 X AS46000,25.65
800,800,2019 X 8 X C2010 X AS17005,0.0
801,801,2019 X 8 X C2010 X AS27134,20.4
802,802,2019 X 8 X C2010 X AS27132,12.12
803,803,2019 X 8 X C2010 X AS27000,36.47
804,804,2019 X 8 X C2010 X AS27139,0.0
805,805,2019 X 8 X C2010 X AS27137,16.6
806,806,2019 X 8 X C2010 X AS27138,38.26
807,807,2019 X 8 X C2010 X AS27133,71.21
808,808,2019 X 9 X C2010 X AS21126,0.0
809,809,2019 X 9 X C2010 X AS42018,0.0
810,810,2019 X 9 X C2010 X AS46000,25.3
811,811,2019 X 9 X C2010 X AS17005,0.23
812,812,2019 X 9 X C2010 X AS27134,23.93
813,813,2019 X 9 X C2010 X AS27132,9.58
814,814,2019 X 9 X C2010 X AS27000,39.59
815,815,2019 X 9 X C2010 X AS27139,0.0
816,816,2019 X 9 X C2010 X AS27137,15.14
817,817,2019 X 9 X C2010 X AS27138,34.49
818,818,2019 X 9 X C2010 X AS27133,77.96
819,819,2019 X 7 X C4018 X AS21126,0.0
820,820,2019 X 7 X C4018 X AS27134,12.02
821,821,2019 X 7 X C4018 X AS27132,3.36
822,822,2019 X 7 X C4018 X AS27000,4.88
823,823,2019 X 7 X C4018 X AS27139,0.0
824,824,2019 X 7 X C4018 X AS27138,0.66
825,825,2019 X 7 X C4018 X AS27133,43.59
826,826,2019 X 8 X C4018 X AS21126,0.0
827,827,2019 X 8 X C4018 X AS27134,9.54
828,828,2019 X 8 X C4018 X AS27132,6.29
829,829,2019 X 8 X C4018 X AS27000,8.05
830,830,2019 X 8 X C4018 X AS27139,0.1
831,831,2019 X 8 X C4018 X AS27138,1.17
832,832,2019 X 8 X C4018 X AS27133,39.97
833,833,2019 X 9 X C4018 X AS21126,0.0
834,834,2019 X 9 X C4018 X AS27134,8.97
835,835,2019 X 9 X C4018 X AS27132,8.16
836,836,2019 X 9 X C4018 X AS27000,10.85
837,837,2019 X 9 X C4018 X AS27139,0.275
838,838,2019 X 9 X C4018 X AS27138,0.81
839,839,2019 X 9 X C4018 X AS27133,38.62
840,840,2019 X 7 X C3010 X AS42018,0.0
841,841,2019 X 7 X C3010 X AS27134,18.72
842,842,2019 X 7 X C3010 X AS27132,0.61
843,843,2019 X 7 X C3010 X AS27000,0.05
844,844,2019 X 7 X C3010 X AS27137,9.51
845,845,2019 X 7 X C3010 X AS27138,6.48
846,846,2019 X 7 X C3010 X AS27133,25.06
847,847,2019 X 7 X C3014 X AS27134,0.0
848,848,2019 X 7 X C3014 X AS27000,7.8
849,849,2019 X 7 X C3014 X AS27137,6.54
850,850,2019 X 7 X C3014 X AS27138,0.0
851,851,2019 X 7 X C3014 X AS27133,24.69
852,852,2019 X 7 X C3015 X AS27134,20.98
853,853,2019 X 7 X C3015 X AS27132,0.295
854,854,2019 X 7 X C3015 X AS27000,1.42
855,855,2019 X 7 X C3015 X AS27137,0.45
856,856,2019 X 7 X C3015 X AS27138,3.62
857,857,2019 X 7 X C3015 X AS27133,15.49
858,858,2019 X 8 X C3010 X AS42018,0.01
859,859,2019 X 8 X C3010 X AS27134,21.27
860,860,2019 X 8 X C3010 X AS27132,0.6
861,861,2019 X 8 X C3010 X AS27000,0.52
862,862,2019 X 8 X C3010 X AS27137,9.92
863,863,2019 X 8 X C3010 X AS27138,6.13
864,864,2019 X 8 X C3010 X AS27133,36.11
865,865,2019 X 8 X C3014 X AS27134,0.29
866,866,2019 X 8 X C3014 X AS27000,7.53
867,867,2019 X 8 X C3014 X AS27137,7.19
868,868,2019 X 8 X C3014 X AS27138,0.0
869,869,2019 X 8 X C3014 X AS27133,16.29
870,870,2019 X 8 X C3015 X AS27134,18.76
871,871,2019 X 8 X C3015 X AS27132,0.39
872,872,2019 X 8 X C3015 X AS27000,2.21
873,873,2019 X 8 X C3015 X AS27137,0.32
874,874,2019 X 8 X C3015 X AS27138,2.55
875,875,2019 X 8 X C3015 X AS27133,17.62
876,876,2019 X 9 X C3014 X AS27134,6.07
877,877,2019 X 9 X C3014 X AS27000,5.97
878,878,2019 X 9 X C3014 X AS27137,7.43
879,879,2019 X 9 X C3014 X AS27138,0.0
880,880,2019 X 9 X C3014 X AS27133,24.33
881,881,2019 X 9 X C3010 X AS42018,0.0
882,882,2019 X 9 X C3010 X AS27134,25.4
883,883,2019 X 9 X C3010 X AS27132,0.79
884,884,2019 X 9 X C3010 X AS27000,2.12
885,885,2019 X 9 X C3010 X AS27137,10.33
886,886,2019 X 9 X C3010 X AS27138,7.67
887,887,2019 X 9 X C3010 X AS27133,31.59
888,888,2019 X 9 X C3015 X AS21126,0.0
889,889,2019 X 9 X C3015 X AS27134,23.53
890,890,2019 X 9 X C3015 X AS27132,0.55
891,891,2019 X 9 X C3015 X AS27000,1.82
892,892,2019 X 9 X C3015 X AS27137,0.69
893,893,2019 X 9 X C3015 X AS27138,3.07
894,894,2019 X 9 X C3015 X AS27133,21.4
895,895,2019 X 7 X C1399 X AS27134,0.0
896,896,2019 X 7 X C1399 X AS27132,8.55
897,897,2019 X 7 X C1399 X AS27000,5.470833333333334
898,898,2019 X 7 X C1399 X AS27137,0.0
899,899,2019 X 7 X C1399 X AS27138,0.0
900,900,2019 X 7 X C1399 X AS27133,12.52
901,901,2019 X 7 X C1745 X AS46000,33.98
902,902,2019 X 7 X C1745 X AS27134,14.68
903,903,2019 X 7 X C1745 X AS27132,0.18
904,904,2019 X 7 X C1745 X AS27000,0.1
905,905,2019 X 7 X C1745 X AS27137,8.79
906,906,2019 X 7 X C1745 X AS27138,6.64
907,907,2019 X 7 X C1745 X AS27133,20.06
908,908,2019 X 7 X C1144 X AS46000,2.41
909,909,2019 X 7 X C1144 X AS27134,17.51
910,910,2019 X 7 X C1144 X AS27132,0.81
911,911,2019 X 7 X C1144 X AS27000,9.54
912,912,2019 X 7 X C1144 X AS27138,4.03
913,913,2019 X 7 X C1144 X AS27133,20.41
914,914,2019 X 7 X C1086 X AS27134,122.14
915,915,2019 X 7 X C1086 X AS27132,55.6
916,916,2019 X 7 X C1086 X AS27000,120.81
917,917,2019 X 7 X C1086 X AS27137,14.31
918,918,2019 X 7 X C1086 X AS27138,5.63
919,919,2019 X 7 X C1086 X AS27133,74.59
920,920,2019 X 7 X C1029 X AS46000,0.57
921,921,2019 X 7 X C1029 X AS27134,48.27
922,922,2019 X 7 X C1029 X AS27132,2.09
923,923,2019 X 7 X C1029 X AS27000,33.38
924,924,2019 X 7 X C1029 X AS27139,0.0
925,925,2019 X 7 X C1029 X AS27137,3.01
926,926,2019 X 7 X C1029 X AS27138,8.27
927,927,2019 X 7 X C1029 X AS27133,72.5
928,928,2019 X 7 X C1018 X AS42018,0.1
929,929,2019 X 7 X C1018 X AS21126,0.35
930,930,2019 X 7 X C1018 X AS46000,17.18
931,931,2019 X 7 X C1018 X AS17005,0.23
932,932,2019 X 7 X C1018 X AS27134,23.84
933,933,2019 X 7 X C1018 X AS27132,9.46
934,934,2019 X 7 X C1018 X AS27000,47.64
935,935,2019 X 7 X C1018 X AS27139,0.2
936,936,2019 X 7 X C1018 X AS27137,32.57
937,937,2019 X 7 X C1018 X AS27138,31.31
938,938,2019 X 7 X C1018 X AS27133,115.54
939,939,2019 X 7 X C1056 X AS21126,0.0
940,940,2019 X 7 X C1056 X AS46000,0.0
941,941,2019 X 7 X C1056 X AS27134,9.53
942,942,2019 X 7 X C1056 X AS27132,0.6
943,943,2019 X 7 X C1056 X AS27000,3.87
944,944,2019 X 7 X C1056 X AS27137,0.43
945,945,2019 X 7 X C1056 X AS27138,2.88
946,946,2019 X 7 X C1056 X AS27133,114.52
947,947,2019 X 7 X C1055 X AS21126,0.0
948,948,2019 X 7 X C1055 X AS42018,0.0
949,949,2019 X 7 X C1055 X AS46000,0.0
950,950,2019 X 7 X C1055 X AS17005,0.0
951,951,2019 X 7 X C1055 X AS27134,11.33
952,952,2019 X 7 X C1055 X AS27132,0.9383333333333332
953,953,2019 X 7 X C1055 X AS27000,12.26
954,954,2019 X 7 X C1055 X AS27139,0.0
955,955,2019 X 7 X C1055 X AS27137,0.0
956,956,2019 X 7 X C1055 X AS27138,0.04
957,957,2019 X 7 X C1055 X AS27133,32.21
958,958,2019 X 8 X C1144 X AS46000,5.27
959,959,2019 X 8 X C1144 X AS27134,21.16
960,960,2019 X 8 X C1144 X AS27132,1.35
961,961,2019 X 8 X C1144 X AS27000,11.31
962,962,2019 X 8 X C1144 X AS27138,6.93
963,963,2019 X 8 X C1144 X AS27133,39.7
964,964,2019 X 8 X C1086 X AS27134,113.42
965,965,2019 X 8 X C1086 X AS27132,45.91
966,966,2019 X 8 X C1086 X AS27000,135.39
967,967,2019 X 8 X C1086 X AS27137,14.84
968,968,2019 X 8 X C1086 X AS27138,6.05
969,969,2019 X 8 X C1086 X AS27133,89.99
970,970,2019 X 8 X C1029 X AS46000,11.35
971,971,2019 X 8 X C1029 X AS27134,44.52
972,972,2019 X 8 X C1029 X AS27132,2.06
973,973,2019 X 8 X C1029 X AS27000,23.0
974,974,2019 X 8 X C1029 X AS27139,0.0
975,975,2019 X 8 X C1029 X AS27137,4.18
976,976,2019 X 8 X C1029 X AS27138,8.95
977,977,2019 X 8 X C1029 X AS27133,69.27
978,978,2019 X 8 X C1018 X AS42018,0.83
979,979,2019 X 8 X C1018 X AS21126,2.63
980,980,2019 X 8 X C1018 X AS46000,25.96
981,981,2019 X 8 X C1018 X AS17005,0.74
982,982,2019 X 8 X C1018 X AS27134,30.66
983,983,2019 X 8 X C1018 X AS27132,21.19
984,984,2019 X 8 X C1018 X AS27000,57.19
985,985,2019 X 8 X C1018 X AS27139,0.08
986,986,2019 X 8 X C1018 X AS27137,27.65
987,987,2019 X 8 X C1018 X AS27138,37.6
988,988,2019 X 8 X C1018 X AS27133,105.26
989,989,2019 X 8 X C1745 X AS46000,70.72
990,990,2019 X 8 X C1745 X AS27134,26.54
991,991,2019 X 8 X C1745 X AS27132,0.23
992,992,2019 X 8 X C1745 X AS27000,0.1
993,993,2019 X 8 X C1745 X AS27137,8.08
994,994,2019 X 8 X C1745 X AS27138,6.84
995,995,2019 X 8 X C1745 X AS27133,19.87
996,996,2019 X 8 X C1399 X AS27134,0.0
997,997,2019 X 8 X C1399 X AS27132,5.973333333333333
998,998,2019 X 8 X C1399 X AS27000,3.33
999,999,2019 X 8 X C1399 X AS27137,0.15
1000,1000,2019 X 8 X C1399 X AS27138,0.65
1001,1001,2019 X 8 X C1399 X AS27133,49.86
1002,1002,2019 X 8 X C1055 X AS21126,0.0
1003,1003,2019 X 8 X C1055 X AS42018,0.0
1004,1004,2019 X 8 X C1055 X AS46000,0.0
1005,1005,2019 X 8 X C1055 X AS17005,0.0
1006,1006,2019 X 8 X C1055 X AS27134,21.98
1007,1007,2019 X 8 X C1055 X AS27132,1.33
1008,1008,2019 X 8 X C1055 X AS27000,13.54
1009,1009,2019 X 8 X C1055 X AS27139,0.0
1010,1010,2019 X 8 X C1055 X AS27137,0.061111111111111116
1011,1011,2019 X 8 X C1055 X AS27138,3.09
1012,1012,2019 X 8 X C1055 X AS27133,26.1
1013,1013,2019 X 8 X C1056 X AS21126,0.0
1014,1014,2019 X 8 X C1056 X AS46000,0.0
1015,1015,2019 X 8 X C1056 X AS27134,7.97
1016,1016,2019 X 8 X C1056 X AS27132,0.66
1017,1017,2019 X 8 X C1056 X AS27000,4.6
1018,1018,2019 X 8 X C1056 X AS27137,0.30444444444444446
1019,1019,2019 X 8 X C1056 X AS27138,2.49
1020,1020,2019 X 8 X C1056 X AS27133,150.21
1021,1021,2019 X 9 X C1399 X AS27134,27.28
1022,1022,2019 X 9 X C1399 X AS27132,9.13
1023,1023,2019 X 9 X C1399 X AS27000,3.32
1024,1024,2019 X 9 X C1399 X AS27137,1.33
1025,1025,2019 X 9 X C1399 X AS27138,2.85
1026,1026,2019 X 9 X C1399 X AS27133,46.71
1027,1027,2019 X 9 X C1086 X AS27134,155.76
1028,1028,2019 X 9 X C1086 X AS27132,51.54
1029,1029,2019 X 9 X C1086 X AS27000,121.23
1030,1030,2019 X 9 X C1086 X AS27137,13.13
1031,1031,2019 X 9 X C1086 X AS27138,6.52
1032,1032,2019 X 9 X C1086 X AS27133,79.65
1033,1033,2019 X 9 X C1018 X AS42018,0.88
1034,1034,2019 X 9 X C1018 X AS21126,7.66
1035,1035,2019 X 9 X C1018 X AS46000,28.96
1036,1036,2019 X 9 X C1018 X AS17005,0.7
1037,1037,2019 X 9 X C1018 X AS27134,31.53
1038,1038,2019 X 9 X C1018 X AS27132,21.18
1039,1039,2019 X 9 X C1018 X AS27000,71.0
1040,1040,2019 X 9 X C1018 X AS27139,0.4865
1041,1041,2019 X 9 X C1018 X AS27137,26.35
1042,1042,2019 X 9 X C1018 X AS27138,33.88
1043,1043,2019 X 9 X C1018 X AS27133,111.5
1044,1044,2019 X 9 X C1745 X AS46000,59.73
1045,1045,2019 X 9 X C1745 X AS27134,27.12
1046,1046,2019 X 9 X C1745 X AS27132,0.24
1047,1047,2019 X 9 X C1745 X AS27000,0.25
1048,1048,2019 X 9 X C1745 X AS27137,11.15
1049,1049,2019 X 9 X C1745 X AS27138,6.18
1050,1050,2019 X 9 X C1745 X AS27133,20.72
1051,1051,2019 X 9 X C1029 X AS46000,16.03
1052,1052,2019 X 9 X C1029 X AS27134,45.45
1053,1053,2019 X 9 X C1029 X AS27132,2.01
1054,1054,2019 X 9 X C1029 X AS27000,24.09
1055,1055,2019 X 9 X C1029 X AS27139,0.0
1056,1056,2019 X 9 X C1029 X AS27137,3.05
1057,1057,2019 X 9 X C1029 X AS27138,7.12
1058,1058,2019 X 9 X C1029 X AS27133,74.56
1059,1059,2019 X 9 X C1056 X AS21126,0.0
1060,1060,2019 X 9 X C1056 X AS46000,0.0
1061,1061,2019 X 9 X C1056 X AS27134,7.85
1062,1062,2019 X 9 X C1056 X AS27132,0.82
1063,1063,2019 X 9 X C1056 X AS27000,4.1
1064,1064,2019 X 9 X C1056 X AS27137,0.69
1065,1065,2019 X 9 X C1056 X AS27138,3.57
